scenario_id,ego_id,sat_solver_mode,success,iterations,tv,tc,updated_tv,domain_dict_size,domain_dict_time,sat_time,constraint_extraction_time,constraint_conversion_time,lp_time,trajectory_build_time,compliance_check_time,core_total_time,wall_time,error
DEU_LocationALower-13_167_T-1,17,domain_dpll,True,1,2,0,inf,0,0.0015904903411865234,2.9087066650390625e-05,6.937980651855469e-05,0.00032258033752441406,0.002645730972290039,0.0002789497375488281,0.0,0.00493621826171875,0.917626142501831,
DEU_LocationALower-13_168_T-1,12,domain_dpll,True,1,6,0,inf,0,0.0016393661499023438,2.9087066650390625e-05,8.225440979003906e-05,0.0003337860107421875,0.001959562301635742,0.00024962425231933594,0.0,0.004293680191040039,0.9182224273681641,
DEU_LocationALower-13_214_T-1,21,domain_dpll,True,1,14,0,inf,0,0.00182342529296875,3.0040740966796875e-05,0.00010180473327636719,0.0003898143768310547,0.0026483535766601562,0.00047659873962402344,0.0,0.0054700374603271484,0.9223012924194336,
DEU_LocationALower-13_239_T-1,18,domain_dpll,True,1,12,0,inf,0,0.0015959739685058594,2.7418136596679688e-05,9.083747863769531e-05,0.0003294944763183594,0.0017366409301757812,0.0002543926239013672,0.0,0.004034757614135742,0.9154095649719238,
DEU_LocationALower-13_241_T-1,20,domain_dpll,True,1,20,0,inf,0,0.001619577407836914,2.574920654296875e-05,9.918212890625e-05,0.0003516674041748047,0.0029802322387695312,0.00046634674072265625,0.0,0.005542755126953125,0.9154262542724609,
DEU_LocationALower-13_247_T-1,15,domain_dpll,True,1,6,0,inf,0,0.0015990734100341797,2.765655517578125e-05,7.224082946777344e-05,0.0003247261047363281,0.0017285346984863281,0.0002522468566894531,0.0,0.004004478454589844,0.8945157527923584,
DEU_LocationALower-13_29_T-1,18,domain_dpll,True,1,15,0,inf,0,0.0016446113586425781,2.86102294921875e-05,8.869171142578125e-05,0.00034356117248535156,0.002062559127807617,0.00021910667419433594,0.0,0.0043871402740478516,0.9526216983795166,
DEU_LocationALower-13_56_T-1,10,domain_dpll,True,1,1,0,inf,0,0.0017015933990478516,2.9802322387695312e-05,7.963180541992188e-05,0.0003333091735839844,0.0017483234405517578,0.00019812583923339844,0.0,0.004090785980224609,0.9701170921325684,
DEU_LocationALower-13_82_T-1,17,domain_dpll,True,1,13,0,inf,0,0.0015833377838134766,2.6464462280273438e-05,7.2479248046875e-05,0.0003306865692138672,0.0026254653930664062,0.0005247592926025391,0.0,0.0051631927490234375,0.9459145069122314,
DEU_LocationALower-14_14_T-1,13,domain_dpll,True,1,1,0,inf,0,0.0016434192657470703,2.7418136596679688e-05,7.295608520507812e-05,0.0003337860107421875,0.0017578601837158203,0.000213623046875,0.0,0.004049062728881836,1.002176284790039,
DEU_LocationALower-14_161_T-1,21,domain_dpll,True,1,6,0,inf,0,0.0016829967498779297,3.0994415283203125e-05,9.083747863769531e-05,0.0003771781921386719,0.0021581649780273438,0.0002541542053222656,0.0,0.004594326019287109,0.9855217933654785,
DEU_LocationALower-14_219_T-1,12,domain_dpll,True,1,9,0,inf,0,0.001692056655883789,3.123283386230469e-05,7.724761962890625e-05,0.000335693359375,0.0024688243865966797,0.00027871131896972656,0.0,0.004883766174316406,0.9359405040740967,
DEU_LocationALower-14_247_T-1,16,domain_dpll,True,1,19,0,inf,0,0.0017240047454833984,2.8133392333984375e-05,7.390975952148438e-05,0.0003523826599121094,0.0017244815826416016,0.0002486705780029297,0.0,0.004151582717895508,0.909508228302002,
DEU_LocationALower-14_252_T-1,12,domain_dpll,True,1,9,0,inf,0,0.0017828941345214844,2.9087066650390625e-05,8.130073547363281e-05,0.00036406517028808594,0.001857757568359375,0.0002105236053466797,0.0,0.0043256282806396484,0.9577550888061523,
DEU_LocationALower-14_255_T-1,11,domain_dpll,True,1,3,0,inf,0,0.001672506332397461,3.0040740966796875e-05,8.535385131835938e-05,0.0003325939178466797,0.002029895782470703,0.0002841949462890625,0.0,0.0044345855712890625,0.9517476558685303,
DEU_LocationALower-14_39_T-1,15,domain_dpll,True,1,9,0,inf,0,0.001611471176147461,2.8133392333984375e-05,7.677078247070312e-05,0.0003292560577392578,0.0030260086059570312,0.0004494190216064453,0.0,0.005521059036254883,0.9777102470397949,
DEU_LocationALower-14_96_T-1,15,domain_dpll,True,1,16,0,inf,0,0.0017402172088623047,2.9802322387695312e-05,7.843971252441406e-05,0.00034117698669433594,0.002438068389892578,0.00025343894958496094,0.0,0.004881143569946289,0.9012398719787598,
DEU_LocationALower-25_155_T-1,15,domain_dpll,True,1,8,0,inf,0,0.0016896724700927734,2.7179718017578125e-05,7.557868957519531e-05,0.0003287792205810547,0.0022177696228027344,0.0005786418914794922,0.0,0.004917621612548828,0.9345614910125732,
DEU_LocationALower-27_140_T-1,14,domain_dpll,True,1,13,0,inf,0,0.0016779899597167969,2.7418136596679688e-05,7.772445678710938e-05,0.00034117698669433594,0.0021746158599853516,0.0005483627319335938,0.0,0.004847288131713867,0.9372241497039795,
DEU_LocationALower-27_184_T-1,13,domain_dpll,True,1,16,0,inf,0,0.004270076751708984,5.2928924560546875e-05,0.0001609325408935547,0.000881195068359375,0.005919694900512695,0.0004062652587890625,0.0,0.011691093444824219,1.0256984233856201,
DEU_LocationALower-28_109_T-1,13,domain_dpll,True,1,4,0,inf,0,0.00399327278137207,4.410743713378906e-05,0.0001857280731201172,0.0008339881896972656,0.003110647201538086,0.00055694580078125,0.0,0.008724689483642578,1.0330429077148438,
DEU_LocationALower-28_109_T-1,18,domain_dpll,True,1,8,0,inf,0,0.003969430923461914,5.602836608886719e-05,0.00013685226440429688,0.0007913112640380859,0.002810239791870117,0.0005280971527099609,0.0,0.008291959762573242,1.0012023448944092,
DEU_LocationALower-28_204_T-1,12,domain_dpll,True,1,18,0,inf,0,0.001786947250366211,2.9802322387695312e-05,8.463859558105469e-05,0.0003581047058105469,0.002755403518676758,0.0002918243408203125,0.0,0.005306720733642578,1.0266273021697998,
DEU_LocationALower-28_228_T-1,11,domain_dpll,True,1,16,0,inf,0,0.001817464828491211,3.170967102050781e-05,9.274482727050781e-05,0.00035262107849121094,0.0027713775634765625,0.00028896331787109375,0.0,0.005354881286621094,1.0293009281158447,
DEU_LocationALower-28_252_T-1,12,domain_dpll,True,1,3,0,inf,0,0.0017192363739013672,3.457069396972656e-05,9.059906005859375e-05,0.0003464221954345703,0.0021712779998779297,0.0003523826599121094,0.0,0.004714488983154297,1.4908437728881836,
DEU_LocationALower-28_252_T-1,18,domain_dpll,True,1,5,0,inf,0,0.001783132553100586,4.3392181396484375e-05,8.702278137207031e-05,0.0003628730773925781,0.0023145675659179688,0.00029206275939941406,0.0,0.0048830509185791016,1.3470327854156494,
DEU_LocationALower-29_123_T-1,16,domain_dpll,True,1,15,0,inf,0,0.0017762184143066406,3.3855438232421875e-05,8.678436279296875e-05,0.0003616809844970703,0.0028727054595947266,0.0005474090576171875,0.0,0.005678653717041016,1.3738768100738525,
DEU_LocationALower-29_134_T-1,9,domain_dpll,True,1,11,0,inf,0,0.0015513896942138672,2.8848648071289062e-05,9.298324584960938e-05,0.0003445148468017578,0.002557516098022461,0.0003952980041503906,0.0,0.004970550537109375,1.4567198753356934,
DEU_LocationALower-29_192_T-1,9,domain_dpll,True,1,8,0,inf,0,0.0019528865814208984,3.075599670410156e-05,0.00010228157043457031,0.0003688335418701172,0.002206087112426758,0.00029158592224121094,0.0,0.004952430725097656,1.5323982238769531,
DEU_LocationALower-29_245_T-1,12,domain_dpll,True,1,8,0,inf,0,0.0018987655639648438,3.457069396972656e-05,8.034706115722656e-05,0.00034165382385253906,0.0023398399353027344,0.0003116130828857422,0.0,0.0050067901611328125,1.4701261520385742,
DEU_LocationALower-29_249_T-1,23,domain_dpll,True,1,3,0,inf,0,0.002437591552734375,3.266334533691406e-05,8.487701416015625e-05,0.0003657341003417969,0.002660036087036133,0.0009529590606689453,0.0,0.00653386116027832,1.1447834968566895,
DEU_LocationALower-29_250_T-1,12,domain_dpll,True,1,14,0,inf,0,0.0018849372863769531,3.2901763916015625e-05,9.584426879882812e-05,0.0003676414489746094,0.0024149417877197266,0.0002980232238769531,0.0,0.005094289779663086,1.088991641998291,
DEU_LocationALower-29_65_T-1,8,domain_dpll,True,1,2,0,inf,0,0.003939628601074219,4.57763671875e-05,0.00020575523376464844,0.0008771419525146484,0.0034723281860351562,0.0006306171417236328,0.0,0.009171247482299805,1.5004968643188477,
DEU_LocationALower-29_70_T-1,11,domain_dpll,True,1,2,0,inf,0,0.0018947124481201172,3.0517578125e-05,0.00010848045349121094,0.0003662109375,0.003901958465576172,0.0005431175231933594,0.0,0.006844997406005859,1.6821770668029785,
DEU_LocationALower-30_218_T-1,16,domain_dpll,True,1,5,0,inf,0,0.0019030570983886719,3.123283386230469e-05,8.535385131835938e-05,0.00037550926208496094,0.0027709007263183594,0.0005788803100585938,0.0,0.00574493408203125,1.5322577953338623,
DEU_LocationALower-30_258_T-1,22,domain_dpll,True,1,2,0,inf,0,0.0017936229705810547,3.0994415283203125e-05,9.393692016601562e-05,0.0003764629364013672,0.0024657249450683594,0.00032329559326171875,0.0,0.005084037780761719,1.4645917415618896,
DEU_LocationALower-30_46_T-1,16,domain_dpll,True,1,5,0,inf,0,0.0018298625946044922,3.123283386230469e-05,8.225440979003906e-05,0.00036716461181640625,0.002373218536376953,0.0002830028533935547,0.0,0.00496673583984375,1.479870080947876,
DEU_LocationALower-31_154_T-1,9,domain_dpll,True,1,11,0,inf,0,0.0015425682067871094,2.9802322387695312e-05,7.033348083496094e-05,0.0002505779266357422,0.002003192901611328,0.0001895427703857422,0.0,0.004086017608642578,1.5714895725250244,
DEU_LocationALower-31_239_T-1,16,domain_dpll,True,1,4,0,inf,0,0.0018486976623535156,3.075599670410156e-05,8.845329284667969e-05,0.0003688335418701172,0.0022873878479003906,0.00029921531677246094,0.0,0.004923343658447266,1.503070592880249,
DEU_LocationALower-31_24_T-1,13,domain_dpll,True,1,16,0,inf,0,0.0018734931945800781,3.123283386230469e-05,9.298324584960938e-05,0.00036978721618652344,0.0029006004333496094,0.0005669593811035156,0.0,0.005835056304931641,1.6032845973968506,
DEU_LocationALower-31_258_T-1,12,domain_dpll,True,1,5,0,inf,0,0.0018541812896728516,3.337860107421875e-05,0.00010251998901367188,0.0003676414489746094,0.0024840831756591797,0.0005576610565185547,0.0,0.005399465560913086,1.1417553424835205,
DEU_LocationALower-31_31_T-1,15,domain_dpll,True,1,3,0,inf,0,0.004229545593261719,5.078315734863281e-05,0.00015878677368164062,0.0008666515350341797,0.027794599533081055,0.0003993511199951172,0.0,0.033499717712402344,1.3221218585968018,
DEU_LocationALower-31_47_T-1,13,domain_dpll,True,1,10,0,inf,0,0.004104137420654297,4.9114227294921875e-05,0.00015783309936523438,0.0008518695831298828,0.007016897201538086,0.0004715919494628906,0.0,0.012651443481445312,1.4317378997802734,
DEU_LocationALower-32_117_T-1,17,domain_dpll,True,1,9,0,inf,0,0.0017940998077392578,3.2901763916015625e-05,9.822845458984375e-05,0.0004584789276123047,0.0025763511657714844,0.0002818107604980469,0.0,0.005241870880126953,1.502176284790039,
DEU_LocationALower-32_136_T-1,16,domain_dpll,True,1,16,0,inf,0,0.004014730453491211,5.054473876953125e-05,0.0001423358917236328,0.0008883476257324219,0.002573728561401367,0.00036144256591796875,0.0,0.008031129837036133,1.115330457687378,
DEU_LocationALower-32_186_T-1,12,domain_dpll,True,1,2,0,inf,0,0.0017426013946533203,2.7894973754882812e-05,7.510185241699219e-05,0.00035500526428222656,0.002037525177001953,0.0002741813659667969,0.0,0.004512310028076172,1.423487663269043,
DEU_LocationALower-32_70_T-1,14,domain_dpll,True,1,2,0,inf,0,0.0018393993377685547,3.314018249511719e-05,8.630752563476562e-05,0.00040030479431152344,0.0020608901977539062,0.00046825408935546875,0.0,0.004888296127319336,1.4018661975860596,
DEU_LocationALower-32_84_T-1,13,domain_dpll,True,1,10,0,inf,0,0.001850128173828125,2.9802322387695312e-05,8.821487426757812e-05,0.0003745555877685547,0.0019965171813964844,0.0002658367156982422,0.0,0.00460505485534668,1.3683936595916748,
DEU_LocationALower-33_120_T-1,9,domain_dpll,True,1,16,0,inf,0,0.0018990039825439453,3.24249267578125e-05,0.00011324882507324219,0.0004317760467529297,0.002720355987548828,0.0003705024719238281,0.0,0.005567312240600586,1.032283067703247,
DEU_LocationALower-33_124_T-1,21,domain_dpll,True,1,9,0,inf,0,0.003947257995605469,4.744529724121094e-05,0.00015044212341308594,0.0007724761962890625,0.003138303756713867,0.000476837158203125,0.0,0.00853276252746582,1.1287214756011963,
DEU_LocationALower-33_128_T-1,6,domain_dpll,True,1,8,0,inf,0,0.0020537376403808594,3.457069396972656e-05,0.00010228157043457031,0.0004131793975830078,0.002112865447998047,0.0002911090850830078,0.0,0.005007743835449219,1.3504464626312256,
DEU_LocationALower-33_142_T-1,10,domain_dpll,True,1,8,0,inf,0,0.0018506050109863281,3.528594970703125e-05,9.202957153320312e-05,0.00030303001403808594,0.005730152130126953,0.0013766288757324219,0.0,0.009387731552124023,1.1963822841644287,
DEU_LocationALower-33_16_T-1,12,domain_dpll,True,1,12,0,inf,0,0.002064943313598633,3.6716461181640625e-05,0.00010251998901367188,0.000415802001953125,0.002378225326538086,0.0003120899200439453,0.0,0.0053102970123291016,1.1103107929229736,
DEU_LocationALower-33_183_T-1,25,domain_dpll,True,1,19,0,inf,0,0.0017960071563720703,3.1948089599609375e-05,0.00011134147644042969,0.00038242340087890625,0.0025153160095214844,0.0002982616424560547,0.0,0.005135297775268555,1.1475274562835693,
DEU_LocationALower-33_219_T-1,8,domain_dpll,True,1,15,0,inf,0,0.003953695297241211,5.14984130859375e-05,0.00014472007751464844,0.0007112026214599609,0.012323856353759766,0.0003407001495361328,0.0,0.017525672912597656,1.18184494972229,
DEU_LocationALower-33_228_T-1,14,domain_dpll,True,1,18,0,inf,0,0.0032765865325927734,4.57763671875e-05,0.00017189979553222656,0.0006227493286132812,0.006546974182128906,0.0004456043243408203,0.0,0.011109590530395508,1.25531005859375,
DEU_LocationALower-33_233_T-1,14,domain_dpll,True,1,20,0,inf,0,0.0019989013671875,4.1961669921875e-05,0.00010085105895996094,0.0003581047058105469,0.0024318695068359375,0.0003180503845214844,0.0,0.005249738693237305,1.0788335800170898,
DEU_LocationALower-33_261_T-1,13,domain_dpll,True,1,13,0,inf,0,0.001828908920288086,3.170967102050781e-05,9.226799011230469e-05,0.00037384033203125,0.0024433135986328125,0.0002968311309814453,0.0,0.005066871643066406,1.113267421722412,
DEU_LocationALower-33_265_T-1,22,domain_dpll,True,1,11,0,inf,0,0.0032792091369628906,4.1961669921875e-05,0.00015997886657714844,0.0006310939788818359,0.0027375221252441406,0.0003807544708251953,0.0,0.007230520248413086,1.1501898765563965,
DEU_LocationALower-33_46_T-1,17,domain_dpll,True,1,14,0,inf,0,0.0043370723724365234,5.555152893066406e-05,0.0001697540283203125,0.0008900165557861328,0.0051422119140625,0.0005702972412109375,0.0,0.01116490364074707,1.1723449230194092,
DEU_LocationALower-33_96_T-1,9,domain_dpll,True,1,19,0,inf,0,0.0020933151245117188,3.6716461181640625e-05,0.00010180473327636719,0.0004115104675292969,0.0026361942291259766,0.0002803802490234375,0.0,0.0055599212646484375,1.0965096950531006,
DEU_LocationALower-34_120_T-1,17,domain_dpll,True,1,15,0,inf,0,0.001893758773803711,3.147125244140625e-05,9.369850158691406e-05,0.000385284423828125,0.0023107528686523438,0.00034356117248535156,0.0,0.0050585269927978516,1.1691157817840576,
DEU_LocationALower-34_146_T-1,14,domain_dpll,True,1,4,0,inf,0,0.001741647720336914,3.4332275390625e-05,8.916854858398438e-05,0.0003323554992675781,0.0021736621856689453,0.00022292137145996094,0.0,0.004594087600708008,1.1444268226623535,
DEU_LocationALower-34_147_T-1,16,domain_dpll,True,1,16,0,inf,0,0.0020394325256347656,3.361701965332031e-05,0.00012063980102539062,0.00037360191345214844,0.0020856857299804688,0.00034117698669433594,0.0,0.00499415397644043,1.129582166671753,
DEU_LocationALower-34_163_T-1,15,domain_dpll,True,1,10,0,inf,0,0.002246379852294922,4.1961669921875e-05,0.00011992454528808594,0.0003943443298339844,0.0031304359436035156,0.00033974647521972656,0.0,0.006272792816162109,1.0983614921569824,
DEU_LocationALower-34_179_T-1,15,domain_dpll,True,1,12,0,inf,0,0.001905679702758789,3.361701965332031e-05,0.00010228157043457031,0.0003972053527832031,0.002136707305908203,0.0002911090850830078,0.0,0.004866600036621094,1.1170587539672852,
DEU_LocationALower-34_37_T-1,9,domain_dpll,True,1,6,0,inf,0,0.0019154548645019531,3.24249267578125e-05,9.489059448242188e-05,0.0003807544708251953,0.0021352767944335938,0.0003006458282470703,0.0,0.004859447479248047,1.1346359252929688,
DEU_LocationALower-34_49_T-1,10,domain_dpll,True,1,3,0,inf,0,0.002109050750732422,3.695487976074219e-05,0.00010013580322265625,0.0004093647003173828,0.0028417110443115234,0.0003085136413574219,0.0,0.0058057308197021484,1.1372475624084473,
DEU_LocationALower-34_96_T-1,14,domain_dpll,True,1,9,0,inf,0,0.0019068717956542969,3.4332275390625e-05,0.00010228157043457031,0.0003783702850341797,0.0032029151916503906,0.000301361083984375,0.0,0.0059261322021484375,1.0796704292297363,
DEU_LocationALower-35_126_T-1,20,domain_dpll,True,1,2,0,inf,0,0.0018401145935058594,3.933906555175781e-05,0.0001246929168701172,0.0003898143768310547,0.002320528030395508,0.00034928321838378906,0.0,0.005063772201538086,1.1108603477478027,
DEU_LocationALower-35_263_T-1,12,domain_dpll,True,1,1,0,inf,0,0.004178524017333984,5.340576171875e-05,0.0001678466796875,0.0008168220520019531,0.007042646408081055,0.0005390644073486328,0.0,0.012798309326171875,1.1300289630889893,
DEU_LocationALower-35_34_T-1,19,domain_dpll,True,1,14,0,inf,0,0.0018663406372070312,3.218650817871094e-05,9.751319885253906e-05,0.0003845691680908203,0.0022864341735839844,0.00031185150146484375,0.0,0.00497889518737793,1.121309518814087,
DEU_LocationALower-36_113_T-1,14,domain_dpll,True,1,9,0,inf,0,0.002064943313598633,3.24249267578125e-05,8.606910705566406e-05,0.000385284423828125,0.0021562576293945312,0.00029540061950683594,0.0,0.0050203800201416016,1.0990030765533447,
DEU_LocationALower-36_123_T-1,15,domain_dpll,True,1,19,0,inf,0,0.0020771026611328125,3.600120544433594e-05,0.00010228157043457031,0.0004296302795410156,0.002345561981201172,0.000354766845703125,0.0,0.005345344543457031,1.0460124015808105,
DEU_LocationALower-36_199_T-1,19,domain_dpll,True,1,13,0,inf,0,0.0019257068634033203,3.1948089599609375e-05,0.00011086463928222656,0.0003578662872314453,0.002468585968017578,0.00031757354736328125,0.0,0.005212545394897461,1.0984230041503906,
DEU_LocationALower-36_208_T-1,8,domain_dpll,True,1,3,0,inf,0,0.0014843940734863281,3.2901763916015625e-05,7.343292236328125e-05,0.0002105236053466797,0.0019390583038330078,0.0002040863037109375,0.0,0.00394439697265625,1.082413673400879,
DEU_LocationALower-36_236_T-1,6,domain_dpll,True,1,1,0,inf,0,0.0015211105346679688,3.3855438232421875e-05,7.390975952148438e-05,0.00020503997802734375,0.001749277114868164,0.0002224445343017578,0.0,0.0038056373596191406,1.0131618976593018,
DEU_LocationALower-36_263_T-1,15,domain_dpll,True,1,3,0,inf,0,0.0018091201782226562,3.0517578125e-05,8.845329284667969e-05,0.0003750324249267578,0.0028603076934814453,0.0002849102020263672,0.0,0.005448341369628906,1.0797874927520752,
DEU_LocationALower-36_269_T-1,18,domain_dpll,True,1,4,0,inf,0,0.001855611801147461,4.696846008300781e-05,9.918212890625e-05,0.00037860870361328125,0.0023908615112304688,0.0003409385681152344,0.0,0.005112171173095703,1.0712387561798096,
DEU_LocationALower-36_291_T-1,13,domain_dpll,True,1,19,0,inf,0,0.0018296241760253906,4.5299530029296875e-05,9.393692016601562e-05,0.00037384033203125,0.004595756530761719,0.0004520416259765625,0.0,0.007390499114990234,1.073786973953247,
DEU_LocationALower-36_61_T-1,9,domain_dpll,True,1,15,0,inf,0,0.00182342529296875,3.0994415283203125e-05,9.036064147949219e-05,0.0003826618194580078,0.0021529197692871094,0.0003523826599121094,0.0,0.004832744598388672,1.0418815612792969,
DEU_LocationALower-37_1_T-1,11,domain_dpll,True,1,1,0,inf,0,0.00205230712890625,3.62396240234375e-05,0.00010323524475097656,0.0004279613494873047,0.003046751022338867,0.0004944801330566406,0.0,0.0061609745025634766,1.111598014831543,
DEU_LocationALower-37_121_T-1,16,domain_dpll,True,1,20,0,inf,0,0.0018458366394042969,3.0517578125e-05,9.512901306152344e-05,0.0003781318664550781,0.002166271209716797,0.0002865791320800781,0.0,0.0048024654388427734,1.0915462970733643,
DEU_LocationALower-37_205_T-1,15,domain_dpll,True,1,17,0,inf,0,0.0017178058624267578,3.1948089599609375e-05,9.274482727050781e-05,0.00034046173095703125,0.002328157424926758,0.0005593299865722656,0.0,0.00507044792175293,1.0292177200317383,
DEU_LocationALower-37_231_T-1,23,domain_dpll,True,1,17,0,inf,0,0.0018219947814941406,3.075599670410156e-05,9.441375732421875e-05,0.0003795623779296875,0.002977132797241211,0.0002894401550292969,0.0,0.005593299865722656,1.3042683601379395,
DEU_LocationALower-37_235_T-1,8,domain_dpll,True,1,4,0,inf,0,0.001859426498413086,3.814697265625e-05,0.00010704994201660156,0.0004355907440185547,0.0035598278045654297,0.0005269050598144531,0.0,0.006526947021484375,1.1226246356964111,
DEU_LocationALower-37_240_T-1,8,domain_dpll,True,1,14,0,inf,0,0.0020110607147216797,3.337860107421875e-05,9.369850158691406e-05,0.0003952980041503906,0.002436399459838867,0.0002987384796142578,0.0,0.005268573760986328,1.1148066520690918,
DEU_LocationALower-37_4_T-1,22,domain_dpll,True,1,3,0,inf,0,0.0019040107727050781,3.24249267578125e-05,9.131431579589844e-05,0.00040841102600097656,0.00273895263671875,0.0005171298980712891,0.0,0.005692243576049805,1.1545696258544922,
