scenario_name,ego_id,violated_rules,rule_to_tv,lanelet_assigned_steps,raw_violated_rules,raw_rule_to_tv,sat_solver_mode,repairer_type,planner,constraint_mode,selection_reason,attempted_smt_configurations,success,iterations,tv,tc,updated_tv,domain_dict_size,domain_dict_time,sat_time,constraint_extraction_time,constraint_conversion_time,lp_time,trajectory_build_time,compliance_check_time,tc_search_time,reach_set_time,optimization_time,core_total_time,wall_time,error
DEU_MONAMerge-2_10005520_T-5539.xml,14429,R_G1,R_G1:9,20,R_G1,R_G1:9,domain_dpll,vp,,,,,True,2,9,0,inf,0,0.001405954360961914,3.814697265625e-05,0.000255584716796875,0.00069427490234375,0.0013074874877929688,0.00020170211791992188,0.0,0.0,0.0,0.0,0.0039031505584716797,0.7421143054962158,
DEU_MONAMerge-2_10005540_T-5559.xml,14437,R_G1,R_G1:7,20,R_G1,R_G1:7,domain_dpll,vp,,,,,True,1,7,0,inf,0,0.0014204978942871094,1.8596649169921875e-05,3.1948089599609375e-05,0.0002949237823486328,0.0027086734771728516,0.0002295970916748047,0.0,0.0,0.0,0.0,0.00470423698425293,0.7964358329772949,
DEU_MONAMerge-2_10005540_T-5559.xml,14440,R_G1,R_G1:11,20,R_G1,R_G1:11,domain_dpll,vp,,,,,True,1,11,0,inf,0,0.001383066177368164,1.5735626220703125e-05,2.86102294921875e-05,0.0002911090850830078,0.001705169677734375,0.0007662773132324219,0.0,0.0,0.0,0.0,0.004189968109130859,0.7567925453186035,
DEU_MONAMerge-2_10005840_T-5859.xml,14623,R_G1,R_G1:11,20,R_G1,R_G1:11,domain_dpll,vp,,,,,True,1,11,0,3.0,0,0.0014946460723876953,1.9073486328125e-05,0.00021386146545410156,0.0003018379211425781,0.002106904983520508,0.00024819374084472656,0.0,0.0,0.0,0.0,0.004384517669677734,0.8469369411468506,
DEU_MONAMerge-2_10005860_T-5879.xml,14647,R_G1,R_G1:15,20,R_G1,R_G1:15,domain_dpll,vp,,,,,True,2,15,0,inf,0,0.001430511474609375,3.743171691894531e-05,0.0002646446228027344,0.0007500648498535156,0.0013759136199951172,0.00019669532775878906,0.0,0.0,0.0,0.0,0.0040552616119384766,0.8937304019927979,
DEU_MONAMerge-2_10006000_T-6019.xml,14754,R_G1,R_G1:15,20,R_G1,R_G1:15,domain_dpll,vp,,,,,True,2,15,0,inf,0,0.0014691352844238281,3.552436828613281e-05,0.0002598762512207031,0.0007631778717041016,0.0014061927795410156,0.00020623207092285156,0.0,0.0,0.0,0.0,0.004140138626098633,0.7243740558624268,
DEU_MONAMerge-2_10006080_T-6099.xml,14780,R_G1,R_G1:12,20,R_G1,R_G1:12,domain_dpll,vp,,,,,True,2,12,0,inf,0,0.0015184879302978516,4.553794860839844e-05,0.00028228759765625,0.0008091926574707031,0.0013320446014404297,0.0001957416534423828,0.0,0.0,0.0,0.0,0.004183292388916016,0.7992067337036133,
DEU_MONAMerge-2_10006080_T-6099.xml,14789,R_G1,R_G1:14,20,R_G1,R_G1:14,domain_dpll,vp,,,,,True,2,14,0,inf,0,0.0014586448669433594,3.528594970703125e-05,0.0002028942108154297,0.00029540061950683594,0.0017435550689697266,0.00022029876708984375,0.0,0.0,0.0,0.0,0.0039560794830322266,0.8431179523468018,
DEU_MONAMerge-2_10006100_T-6119.xml,14801,R_G1,R_G1:16,20,R_G1,R_G1:16,domain_dpll,vp,,,,,True,2,16,0,inf,0,0.0013735294342041016,3.6716461181640625e-05,0.00027680397033691406,0.0006947517395019531,0.0012655258178710938,0.0002377033233642578,0.0,0.0,0.0,0.0,0.003885030746459961,0.7698724269866943,
DEU_MONAMerge-2_10006120_T-6139.xml,14815,R_G1,R_G1:8,20,R_G1,R_G1:8,domain_dpll,vp,,,,,True,1,8,0,inf,0,0.0014770030975341797,1.71661376953125e-05,0.0002295970916748047,0.00040435791015625,0.0037996768951416016,0.00044918060302734375,0.0,0.0,0.0,0.0,0.006376981735229492,0.7342789173126221,
